name,artist,lyric
Magic,One Direction,"B-b-b-baby c'mon over
I don't care if people find out (da-da, da-da-da, da, da, da, da)
They say that we're no good together
And it's never gonna work out (da-da, da-da-da, da, da, da, da)
But baby you got me moving too fast
'Cause I know you wanna be bad
And girl when you're lookin' like that (da-da, da-da-da)
I can't hold back
'Cause you, you've got this spell on me
I don't know what to believe
Kiss you once now I can't leave
'Cause everything you do is magic
But everything you do is magic
So l-l-let them take the pictures
Spread it all around the world now (da-da, da-da-da, da, da, da, da)
I wanna put it on my record
I want everyone to know now (da-da, da-da-da, da, da, da, da)
But baby you got me moving too fast
'Cause I know you wanna be bad
And girl when you're lookin' like that (da-da, da-da-da)
I can't hold back
'Cause you, you've got this spell on me
I don't know what to believe
Kiss you once now I can't leave
'Cause everything you do is magic
But everything you do is magic
Oh oh oh oh oh
Oh oh oh oh oh
Oh oh oh oh oh
Everything you do is magic
They say that we're no good together
And it's never gonna work out
I wanna put it on my record
I want everyone to know now
Everything you do is magic
Everything you do is magic
Everything you do is magic
Everything you do is magic
'Cause you, you've got this spell on me
I don't know what to believe
Kiss you once now I can't leave
'Cause everything you do is magic
But everything you do is magic
Oh oh oh oh oh
Oh oh oh oh oh
C'mon, kiss you once now I can't leave
'Cause everything you do is magic
But everything you do is magic"
18,One Direction,"I got a heart, and I got a soul
Believe me, I will use them both
We made a start
Be it a false one, I know
Baby, I don't want to feel alone
So kiss me where I lay down
My hands pressed to your cheeks
A long way from the playground
I have loved you since we were 18
Long before we both thought the same thing
To be loved and to be in love
All I can do is say that these arms
Are made for holding you, oh-oh
I wanna love like you made me feel
When we were 18
We took a chance
God knows we tried
Yet all along, I knew we'd be fine
So pour me a drink, oh love
And let's split the night wide open
And we'll see everything we can
Living love in slow motion, motion, motion
So kiss me where I lay down
My hands pressed to your cheeks
A long way from the playground
I have loved you since we were 18
Long before we both thought the same thing
To be loved and to be in love
And all I can do is say that these arms
Are made for holding you, oh-oh-oh
And I wanna love like you made me feel
When we were 18
When we were 18
Oh, Lord, when we were 18
Kiss me where I lay down
My hands pressed to your cheeks
A long way from the playground
I have loved you since we were 18
Long before we both thought the same thing
To be loved and to be in love
And all I can do is say that these arms
Are made for holding you
And I wanna love like you made me feel
When we were 18
I wanna love like you made me feel
When we were 18
I wanna love like you made me feel
When we were 18"
One Thing,One Direction,"I've tried playin' it cool
But when I'm lookin' at you
I can't ever be brave
'Cause you make my heart race
Shot me out of the sky
You're my kryptonite
You keep making me weak
Yeah, frozen and can't breathe
Something's gotta give now
'Cause I'm dying just to make you see
That I need you here with me now
'Cause you've got that one thing
So, get out, get out, get out of my head
And fall into my arms instead
I don't, I don't, don't know what it is
But I need that one thing
And you've got that one thing
Now I'm climbing the walls
But you don't notice at all (at all)
That I'm going out of my mind
All day and all night
Something's gotta give now
'Cause I'm dying just to know your name
And I need you here with me now
'Cause you've got that one thing
So, get out, get out, get out of my head
And fall into my arms instead
I don't, I don't, don't know what it is
But I need that one thing
So, get out, get out, get out of my mind
And come on, come into my life
I don't, I don't, don't know what it is
But I need that one thing
And you've got that one thing
Woah-oh-oh-oh
Oh-ooh, oh-oh-oh-oh
Oh-ooh, oh-oh-oh-oh
You've got that one thing
Get out, get out, get out of my head
And fall into my arms instead
So, get out, get out, get out of my head
And fall into my arms instead
I don't, I don't, don't know what it is
But I need that one thing
So, get out, get out, get out of my mind (out of my mind)
And come on, come into my life
I don't, I don't, don't know what it is
But I need that one thing
And you've got that one thing"
They Don't Know About Us,One Direction,"People say we shouldn't be together
We're too young to know about forever
But I say, ""They don't know
What they're talk-, talk-, talking about"" (talk-, talk-, talking about)
'Cause this love is only gettin' stronger
So, I don't wanna wait any longer
I just wanna tell the world that you're mine, girl, oh
They don't know about the things we do
They don't know about the I-love-yous
But I bet you if they only knew (they don't know)
They would just be jealous of us
They don't know about the up-all-nights
They don't know I've waited all my life
Just to find a love that feels this right (they don't know)
Baby, they don't know about, they don't know about us
One touch, and I was a believer
Every kiss, it gets a little sweeter
It's getting better
Keeps getting better all the time, girl
They don't know about the things we do
They don't know about the I-love-yous
But I bet you if they only knew (they don't know)
They would just be jealous of us
They don't know about the up-all-nights
They don't know I've waited all my life
Just to find a love that feels this right (they don't know)
Baby, they don't know about, they don't know about us
They don't know how special you are
They don't know what you've done to my heart
They can say anything they want
'Cause they don't know about us
They don't know what we do best
That's between me and you, our little secret
But I wanna tell 'em
I wanna tell the world that you're mine, girl
They don't know about the things we do
They don't know about the I-love-yous (I love you)
But I bet you if they only knew (if they only knew)
They would just be jealous of us (they would just be jealous of us)
They don't know about the up-all-nights
They don't know I've waited all my life
Just to find a love that feels this right (feels so right)
Baby, they don't know about, they don't know about
They don't know about the things we do (they don't know about us)
They don't know about the I-love-yous (they don't know about us)
But I bet you if they only knew (they don't know about us)
They would just be jealous of us
They don't know about the up-all-nights
They don't know I've waited all my life
Just to find a love that feels this right
Baby, they don't know about, they don't know about us
They don't know about us"
Little Things,One Direction,"Your hand fits in mine like it's made just for me
But bear this mind, it was meant to be
And I'm joining up the dots, with the freckles on your cheeks
And it all makes sense to me
I know you've never loved
The crinkles by your eyes when you smile
You've never loved your stomach or your thighs
The dimples in your back at the bottom of your spine
But I'll love them endlessly
I won't let these little things slip out of my mouth
But if I do, it's you
Oh, it's you, they add up to
I'm in love with you
And all these little things
You can't go to bed without a cup of tea
And maybe that's the reason that you talk in your sleep
And all those conversations are the secrets that I keep
Though it makes no sense to me
I know you never loved the sound of your voice on tape
You never want to know how much you weight
You still have to squeeze into your jeans
But you're perfect to me
I won't let these little things slip out of my mouth
But if it's true, it's you
It's you, they add up to
I'm in love with you
And all these little things
You'll never love yourself half as much as I love you
And you'll never treat yourself right darling, but I want you to
If I let you know, I'm here for you
Maybe you'll love yourself like I love you, oh
And I've just let these little things slip out of my mouth
'Cause it's you, oh, it's you
It's you, they add up to
And I'm in love with you
And all these little things
I won't let these little things slip out of my mouth
But if it's true, it's you
It's you, they add up to
I'm in love with you
And all your little things"
No Control,One Direction,"Oh, oh, oh
(Ooh, ooh)
Stained coffee cup
Just a fingerprint of lipstick's not enough
Sweet (ooh), where you lay (ooh)
Still a trace of innocence on the pillow case
Waking up
Beside you, I'm my loaded gun
I can't contain this anymore
I'm all yours, I've got no control
No control
Powerless
And I don't care, it's obvious
I just can't get enough of you
The pedal's down, my eyes are closed
No control
Oh, oh, oh
(Ooh)
The taste on my tongue
I don't want to wash away the night before
In the heat (ooh), where you laid (ooh)
I could stay right here and burn in it all day
Waking up
Beside you, I'm my loaded gun
I can't contain this anymore
I'm all yours, I've got no control
No control
Powerless
And I don't care, it's obvious
I just can't get enough of you
The pedal's down, my eyes are closed
No control
Lost my senses
I'm defenseless
Her perfume's holding me ransom
Sweet and sour
Heart devoured
Lying here, I count the hours
Waking up
Beside you, I'm my loaded gun
I can't contain this anymore
I'm all yours, I got no control
No control
Powerless
And I don't care, it's obvious
I just can't get enough of you
The pedal's down, my eyes are closed
No control
Oh, oh, oh
No control
Oh, oh, oh
No control
Powerless
And I don't care, it's obvious
I just can't get enough of you
The pedal's down, my eyes are closed
No control"
History,One Direction,"You gotta help me, I'm losin' my mind
Keep gettin' the feeling you wanna leave this all behind
Thought we were goin' strong, I thought we were holdin' on
Aren't we?
No, they don't teach you this in school
Now my heart's breakin' and I don't know what to do
Thought we were goin' strong, thought we were holdin' on
Aren't we?
You and me got a whole lot of history (oh)
We could be the greatest team that the world has ever seen
You and me got a whole lot of history (oh)
So don't let it go, we can make some more
We can live forever
All of the rumors, all of the fights
But we always find a way to make it out alive
Thought we were goin' strong, thought we were holdin' on
Aren't we?
You and me got a whole lot of history (oh)
We could be the greatest team that the world has ever seen
You and me got a whole lot of history (oh)
So don't let it go, we can make some more
We can live forever
Minibars, expensive cars
Hotel rooms and new tattoos
The good champagne, and private planes
But they don't mean anything
'Cause the truth is out, I realize
That without you here, life is just a lie
This is not the end, this is not the end
We can make it, you know it, you know
You and me got a whole lot of history (oh)
We could be the greatest team that the world has ever seen
You and me got a whole lot of history (oh)
So don't let it go, we can make some more
We can live forever
You and me got a whole lot of history (oh)
We could be the greatest team that the world has ever seen
You and me got a whole lot of history (oh)
So don't let it go, we can make some more
We can live forever
So don't let me go, so don't let me go
We can live forever
Baby, don't you know, baby, don't you know
We can live forever"
I Would,One Direction,"Lately I found myself thinking (thinking)
Been dreaming about you a lot (a lot)
And up in my head I'm your boyfriend (boyfriend)
But that's one thing you've already got
He drives to school every morning (morning)
While I walk alone in the rain (in the rain)
He'd kill me without any warning (warning)
If he took a look in my brain
Would he say he's in L-O-V-E?
Well, if it was me, then I would, I would
Would he hold you when you're feeling low?
Baby, you should know that I would, I would
Would he say he's in L-O-V-E?
Well, if it was me, then I would, I would
Would he hold you when you're feeling low?
Baby, you should know that I would
Back in my head we were kissing
I thought things were going alright (alright, alright)
With a sign on my back saying, ""Kick me""
Reality ruined my life (go Tommo, go)
Feels like I'm constantly playing
A game that I'm destined to lose
'Cause I can't compete with your boyfriend
He's got 27 tattoos
Would he say he's in L-O-V-E?
Well, if it was me, then I would, I would
Would he hold you when you're feeling low?
Baby, you should know that I would, I would
Would he say he's in L-O-V-E?
Well, if it was me, then I would, I would
Would he hold you when you're feeling low?
Baby, you should know that I would
I would, I would
Would he please you?
Would he kiss you?
Would he treat you like I would? (I would)
Would he touch you?
Would he need you?
Would he love you like I would?
Would he say he's in L-O-V-E?
Well, if it was me, then I would
Would he hold you when you're feeling low?
Baby, you should know that I would
Would he please you? (Would he please you?)
Would he kiss you? (Would he kiss you?)
Would he treat you like I would? (Like I would)
Would he touch you? (Would he touch you?)
Would he need you? (Would he need you?)
Would he love you like I would?
Would he say he's in L-O-V-E?
Well, if it was me, then I would, I would (like I would)
Would he hold you when you're feeling low?
Baby, you should know that I would (oh)
I would (yeah)
I would (yeah)"
Night Changes,One Direction,"Goin' out tonight, changes into something red
Her mother doesn't like that kind of dress
Everything she never had she's showin' off
Drivin' too fast, moon is breakin' through her hair
She's headin' for somethin' that she won't forget
Havin' no regrets is all that she really wants
We're only gettin' older, baby
And I've been thinkin' about it lately
Does it ever drive you crazy
Just how fast the night changes?
Everything that you've ever dreamed of
Disappearing when you wake up
But there's nothing to be afraid of
Even when the night changes
It will never change me and you
Chasing it tonight, doubts are runnin' 'round her head
He's waitin', hides behind a cigarette
Heart is beatin' loud and she doesn't want it to stop
Movin' too fast, moon is lightin' up her skin
She's fallin', doesn't even know it yet
Havin' no regrets is all that she really wants
We're only gettin' older, baby
And I've been thinkin' about it lately
Does it ever drive you crazy
Just how fast the night changes?
Everything that you've ever dreamed of
Disappearing when you wake up
But there's nothing to be afraid of
Even when the night changes
It will never change me and you
Goin' out tonight, changes into something red
Her mother doesn't like that kind of dress
Reminds her of the missin' piece of innocence she lost
We're only gettin' older, baby
And I've been thinkin' about it lately
Does it ever drive you crazy
Just how fast the night changes?
Everything that you've ever dreamed of
Disappearing when you wake up
But there's nothing to be afraid of
Even when the night changes
It will never change, baby
It will never change, baby
It will never change me and you"
Girl Almighty,One Direction,"Her light is as loud as as many ambulances
As it takes to save a savior (whoa whoa whoa)
She floats through the room on a big balloon
Some say, ""She's such a fake""
That her love is made up
No, no, no, no
Let's have another toast to the girl almighty
Let's pray we stay young
Stay made of lightning
Am I the only
Only believer?
There's something happening here
The only
Only believer
I get down, I get down, I get down
On my knees for ya
I get down, I get down, I get down
On my knees
I get down on my knees for you
Her light is as loud as as many ambulances
As it takes to save a savior (whoa whoa whoa)
She floats through the room on a big balloon
Some say, ""She's such a fake""
That her love is made up
No, no, no, no
Let's have another toast to the girl almighty
Let's pray we stay young
Stay made of lightning
Am I the only
Only believer?
There's something happening here
The only
Only believer
I get down, I get down, I get down
On my knees for ya
I get down, I get down, I get down
On my knees
I get down on my knees for you"
Where Do Broken Hearts Go,One Direction,"Counted all my mistakes and there's only one
Standing out from the list of the things I've done
All the rest of my crimes don't come close
To the look on your face when I let you go
So I built you a house from a broken home
And I wrote you a song with the words you spoke
Yeah, it took me some time but I figured out
How to fix up a heart that I let down
Now I'm searching every lonely place
Every corner calling out your name
Tryna find you but I just don't know
Where do broken hearts go?
Where do broken hearts go?
Yeah, the a taste of your lips on the tip of my tongue
Is at the top of the list of the things I want
Mind is running in circles of you and me
Anyone in between is the enemy
Shadows come with the pain that you're running from
Love was something you've never heard enough
Yeah, it took me some time but I figured out
How to fix up a heart that I let down
Now I'm searching every lonely place
Every corner calling out your name
Tryna find you but I just don't know
Where do broken hearts go?
Are you sleeping, baby by yourself?
Or are you giving it to someone else?
Try to find you but I just don't know
Where do broken hearts go?
Where do broken hearts go?
Tell me now, tell me now
Tell me where you go when you feel afraid?
Tell me now, tell me now
Tell me will you ever love me again, love me again?
Now I'm searching every lonely place
Every corner calling out your name
Tryna find you but I just don't know
Where do broken hearts go?
Are you sleeping, baby, by yourself?
Or are you giving it to someone else?
Try to find you but I just don't know
Where do broken hearts go?
Tell me where you're hiding out
Where do broken hearts go?
Come on, baby, 'cause I need you now
Where do broken hearts go?
Tell me, 'cause I'm ten feet down
Where do broken hearts go?
Come on, baby, come and get me out
Come on, baby, come and get me out
Come on, baby, 'cause I need you now
Where do broken hearts go?
Where do broken hearts go?
Where do broken hearts go?
Where do broken hearts go?"
Fireproof,One Direction,"I think I'm gonna lose my mind
Somethin' deep inside me, I can't give up
I think I'm gonna lose my mind
I roll and I roll 'til I'm out of luck
Yeah, I roll and I roll 'til I'm out of luck
I'm feelin' somethin' deep inside
Hotter than a jet stream burnin' up
I got a feelin' deep inside
It's takin', it's takin' all I've got
Yeah, it's takin', it's takin' all I got
'Cause nobody knows you, baby, the way I do
And nobody loves you, baby, the way I do
It's been so long, it's been so long
Maybe you are fireproof
'Cause nobody saves me, baby, the way you do
I think I'm gonna win this time
Ridin' on the wind and I won't give up
I think I'm gonna win this time
I roll and I roll 'til I change my luck
Yeah, I roll and I roll 'til I change my luck
'Cause nobody knows you, baby, the way I do
And nobody loves you, baby, the way I do
It's been so long, it's been so long
You must be fireproof
'Cause nobody saves me, baby, the way you do
'Cause nobody knows you, baby, the way I do
And nobody loves you, baby, the way I do
It's been so long, it's been so long
Maybe you are fireproof
'Cause nobody saves me, baby, the way you do"
Clouds,One Direction,"Oh-oh-oh-oh (clouds)
Oh-oh-oh-oh (clouds)
I know you say that you don't like it complicated
That we should try to keep it simple
But love is never, ever simple, no
Someday, you're gonna see the things that I see
You're gonna want the air that I breathe
You're gonna wish you never left me
Here we go again
Another go-round for all of my friends
Another non-stop, will it ever end?
Here we go again
Another go-round for all of my friends
Another non-stop, will it ever end?
If we're never coming back down
Yeah, we're looking down on the clouds (oh-oh-oh-oh)
Oh-oh-oh-oh
Oh-oh-oh-oh
Oh-oh-oh-oh
I know you said that you don't like it complicated
That you are tired of all the changes
Well, love is always, always changing, whoa
But someday, you're gonna see the things that I see
You're gonna want the air that I breathe
You're gonna wish you never left me
Here we go again
Another go-round for all of my friends
Another non-stop, will it ever end?
Here we go again
Another go-round for all of my friends
Another non-stop, will it ever end?
If we're never coming back down
Yeah, we're looking down on the clouds (oh-oh-oh-oh)
And we go, and we go, and we go, and we don't stop (clouds)
No, we don't, no, we don't, no, we don't ever grow up (clouds)
And we go, and we go, and we go, and we don't stop (clouds)
No, we don't, no, we don't, no, we don't ever grow up
Here we go again
Another go-round for all of my friends
Another non-stop, will it ever end?
Here we go again
Another go-round for all of my friends
Another non-stop, will it ever end? (Here we go again)
Here we go again (and we go, and we go, and we go, and we don't stop)
Another go-round for all of my friends (here we go again)
Another non-stop, will it ever end? (No, we don't, no, we don't, no, we don't ever grow up)
Here we go again (here we go again)
Another go-round for all of my friends (and we go, and we go, and we go, and we don't stop)
Another non-stop, will it ever end? (Here we go again)"
Happily,One Direction,"You don't understand, you don't understand
What you do to me when you hold his hand
We were meant to be, but a twist of fate
Made it so we had to walk away
'Cause we're on fire, we are on fire
We're on fire now
Yeah, we're on fire, we are on fire
We're on fire now
(One, two, three)
I don't care what people say when we're together
You know I wanna be the one who holds you when you sleep
I just want it to be you and I forever
I know you wanna leave, so come on, baby, be with me so happily
It's 4 a.m. and I know that you're with him
I wonder if he knows that I touched your skin
And if he feels my traces in your hair
Sorry, love, but I don't really care
'Cause we're on fire, we are on fire
We're on fire now
Yeah, we're on fire, we are on fire
We're on fire now
(One, two, three)
I don't care what people say when we're together
You know I wanna be the one who holds you when you sleep
I just want it to be you and I forever
I know you wanna leave, so come on, baby, be with me so happily
So happily
(One, two, three, four)
Oh, oh, oh, oh-oh
Oh, oh, oh, oh
We're on fire now
Oh, oh, oh, oh-oh
Oh, oh, oh, oh (yeah)
We're on fire now (we're on fire)
Oh, oh, oh, oh-oh
Oh, oh, oh, oh
We're on fire now
I don't care what people say when we're together
You know I wanna be the one who holds you when you sleep
I just want it to be you and I forever (yeah!)
I know you wanna leave, so come on, baby, be with me so happily
I don't care what people say when we're together
You know I wanna be the one who holds you when you sleep
I just want it to be you and I forever
I know you wanna leave, so come on, baby, be with me so happily"
Better Than Words,One Direction,"Better than words, more than a feeling (ah, ooh)
Crazy in love, dancing on the ceiling (Huh!)
Every time we touch, I'm all shook up
You make me wanna-, how deep is your love?
God only knows, baby
Ooh, I don't know how else to sum it up
'Cause words ain't good enough, ooh
There's no way I can explain your love, no
Ah-ooh, I don't know how else to sum it up
'Cause words ain't good enough, ooh
I can't explain your love, no
It's better than words
(Oh-oh-oh, oh-oh-oh)
Better than words
(Oh-oh-oh)
Better than words, you drive me crazy
Someone like you, always be my baby
Best I ever had, hips don't lie
You make me wanna-, one more night
Irreplaceable (yeah)
Crazy, we're crazy
Ah-ooh, I don't know how else to sum it up
'Cause words ain't good enough, ooh
There's no way I can explain your love, no (there's no way I can explain it)
Ah-ooh, I don't know how else to sum it up
'Cause words ain't good enough, ooh
I can't explain your love, no
Everyone tries (they try)
To see what it feels like (feels like)
But they'll never be right 'cause it's better, it's better, it's better
Ooh, oh-oh-oh-oh-oh, oh, ah
(One more time)
Ooh, oh-oh-oh-oh-oh
Better than words, ah
Yeah!
Ah-ooh, I don't know how else to sum it up (I don't know)
'Cause words ain't good enough, ooh
There's no way I can explain your love, no
Ah-ooh, I don't know how else to sum it up (to sum it up)
'Cause words ain't good enough, ooh (no, words ain't good enough)
I can't explain your love, no
It's better than words
(Oh-oh-oh, oh-oh-oh)
It's better than words
(Oh-oh-oh)
It's better than words
(Oh-oh-oh, oh-oh-oh)
(Oh-oh-oh)"
Little Black Dress,One Direction,"Little black dress
Just walked into the room
Makin' heads turn
Can't stop looking at you
It's so right
It's so right
It's so right you know
Little black dress
Did you come here alone?
It's too late
It's too late
It's too late to go home
It's so right
It's so right
It's so right you know
It's so right
It's so right
It's so right you know
I wanna see the way you move for me baby
I wanna see the way you move for me baby
I wanna see the way you move for me
Little black dress
Who you doin' it for?
Little black dress
I can't take anymore
It's not right
It's not right
It's not right you know
Little black dress
What's your favorite song?
Little black dress
I won't do you no harm
It's so right
It's so right
It's so right you know
It's so right
It's so right
'Cause I'll take you home
I wanna see the way you move for me baby
I wanna see the way you move for me baby
I wanna see the way you move for me
I wanna see the way you move for me baby
I wanna see the way you move for me baby
I wanna see the way you move for me
I wanna see the way you move for me baby
I wanna see the way you move for me baby
I wanna see the way you move for me"
Don't Forget Where You Belong,One Direction,"Been a lot of places
I've been all around the world
Seen a lot of faces
Never knowing where I was
On the horizon
Mmh, well, I know, I know, I know
I know the sun will be rising
Back home
Living out of cases
Packing up and taking off
Made a lot of changes
But not forgetting who I was
On the horizon
Oh, well, I know, I know, I know
I know the moon will be rising
Back home
Don't forget where you belong, home
Don't forget where you belong, home
If you ever feel alone, don't
You were never on your own
And the proof is in this song
I've been away for ages
But I've got everything I need
I'm flicking through the pages
I've written in my memory
I feel like I'm dreaming
Oh, so I know, I know, I know
I know that I'm never leaving
No, I won't go
Don't forget where you belong, home
Don't forget where you belong, home
If you ever feel alone, don't
You were never on your own
And the proof is in this song
Lights off when they should be on
Even stars in the skies, they're wrong
Short days when the nights are long
When I think of the days I've gone
Don't matter how far I've gone
I'm always free to run home
Don't forget where you belong, home
Don't forget where you belong (don't forget it), home
If you ever feel alone, don't
You were never on your own
Never, never, never
Don't forget where you belong, home
Don't forget where you belong (don't forget it), home
If you ever feel alone, don't
You were never on your own (you were never)
And the proof is in this song
Home
Don't forget it
Home
If you ever feel alone, don't
You were never on your own (you were never)
And the proof is in this song
Never forget it
This song
Don't forget it
No, I never forget it
This song
You were never"
Through the Dark,One Direction,"You tell me that you're sad and lost your way
You tell me that your tears are here to stay
But I know you're only hiding
And I just wanna see you
You tell me that you're hurt and you're in pain
And I can see your head is held in shame,
But I just wanna see you smile again
See you smile again
But don't burn out
Even if you scream and shout
It'll come back to you
And I'll be here for you
Oh I will carry you over
Fire and water for your love
And I will hold you closer
Hope your heart is strong enough
When the night is coming down on you
We will find a way through the dark
I wish that I could take you to the stars
I'd never let you fall and break your heart
And if you wanna cry or fall apart
I'll be there to hold you
You tell me that you hurt, it's all in vain
But I can see your heart can love again
And I remember you laughing
So let's just laugh again
But don't burn out
Even if you scream and shout
It'll come back to you, back to you
Oh I will carry you over
Fire and water for your love
And I will hold you closer
Hope your heart is strong enough
When the night is coming down on you
We will find a way through the dark
And you don't need
You don't need to worry
And you will see it's easy to be loved
I know you wanna be loved
Oh I will carry you over
Fire and water for your love
Oh I will carry you over
Fire and water for your love
And I will hold you closer
Hope your heart is strong enough
When the night is coming down on you
We will find a way through the dark
Oh I will carry you over
Fire and water for your love
And I will hold you closer
Hope your heart is strong enough
When the night is coming down
We will find a way through the dark"
Begitu Indah,Padi Reborn,"Bila cinta menggugah rasa
Begitu indah mengukir hatiku
Menyentuh jiwaku
Hapuskan semua gelisah
Duhai cintaku duhai pujaanku
Datang padaku tetap di sampingku
Kuingin hidupku
Selalu dalam peluknya
Terang saja aku menantinya
Terang saja aku mendambanya
Terang saja aku merindunya
Karena dia karena dia begitu indah
Duhai cintaku pujaan hatiku
Peluk diriku dekaplah jiwaku
Bawa ragaku
Melayang memeluk bintang
Terang saja aku menantinya
Terang saja aku mendambanya
Terang saja aku merindunya
Karena dia karena dia begitu indah"
Di Mana Hatimu,Papinka,"Inilah akhir cintaku, inilah akhir kisahku
Setelah kau jauh tinggalkan aku
Tak bisa ku melupakanmu, tak bisa aku tanpamu
Tak pernah aku rela kau tinggalkan aku

Tiada ku sangka engkau berubah
Ku tak percaya kau membagi cinta
Tahukah engkau betapa sakitnya
Kau membagi cinta karna dia

Tak pernah ku coba melupakanmu
Mengapa kau buat luka hatiku
Sekian lama aku menunggu
Kasih di mana hatimu

Tak bisa ku melupakanmu, tak bisa aku tanpamu
Tak pernah aku rela kau tinggalkan aku"
Masih Mencintainya,Papinka,"Jika teringat tentang dirimu
Berlinang air mataku
Ku rindu saat-saat bersamamu
Kasih sayangmu padaku
Namun kini kau bukan milikku
Dan berakhir sudah cintaku
Biarkan saja hatiku bicara
Ku masih sayang padamu
Aku selalu mendoakanmu
Agar kau bahagia
Bersama dirinya
Selamanya
Mengapa mudahnya hatimu mendua
Ku lapangkan dada walau aku terluka
Semoga bahagia bersama dirinya
Karena kau telah memilih dia
Betapa sakitnya apa yang ku rasa
Tuhan kuatkanlah hatiku yang terluka
Semoga kubisa tuk melupakannya
Karena ku masih mencintainya
Namun kini kau bukan milikku
Dan berakhir sudah cintaku
Biarkan saja hatiku bicara
Ku masih sayang padamu
Aku selalu mendoakanmu
Agar kau bahagia
Bersama dirinya
Selamanya"
Cinta dan Luka,Papinka,"Betapa hancur hatiku
Bila ku mengingat kamu
Tiada kusangka teganya dirimu
Kau khianati cintaku
Bagaimana caranya untuk
Melupakan tentang kamu
Agar tak terus merasa rindu
Rindu yang terus mengganggu
Kini cintaku berubah benci kepadamu
Maafkan aku tak lagi menginginkamu
Kau berikan cinta
Tapi kau juga memberi luka
Luka yang buatku menyatakan
Keinginan tak ingin bertahan
Tak pernah ku minta
Kau beralih mencintai dia
Kurang apa harus bagaimana semestinya
Agar bisa buatmu bahagia
Bagaimana caranya untuk
Melupakan tentang kamu
Agar tak terus merasa rindu
Rindu yang terus mengganggu
Kini cintaku berubah benci kepadamu
Maafkan aku tak lagi menginginkamu"
Aku Masih Cinta,Papinka,"Sudah terlalu lama
Kau pergi tinggalkanku
Ku sudah terlalu lama tanpamu
Sejak kau tinggalkanku
Hidupku tak menentu
Karena sesungguhnya ku tak mampu
Mudah saja kau berubah
Kau tinggalkanku untuk selamanya
Mengertilah ku tak bisa
Kerna sesungguhnya di dalam hatiku
Aku masih cinta kepada dirimu
Aku takkan bisa
Aku takkan mampu tuk melupakanmu
Hanya karena dia kau meninggalkanku
Kau membagi cinta di depan mataku
Tuhan tolonglah
Kuatkan hatiku
Sudah terlalu lama
Kau pergi tinggalkanku"
Dirimu Bukan Untukku,Papinka,"Andai kau dapat rasakan hatiku
Rasa cintaku padamu
Kau yang selalu menduakanku
Sungguh terluka hatiku
Sekian lama kumemendam rasa
Rasa hati yang terluka
Tapi bila kau bahagia
Rela kumelepaskanmu
Karena cinta dalam hatimu
Semua itu memang bukanlah untukku
Bahagialah selalu dalam hidupmu
Bila kau mencintainya
Tak bisa kumelupakanmu
Diriku yang menyayangimu
Kau yang dulu yang selalu 'ku rindu
Dirimu bukanlah yang dulu
Tak pernah kumelupakanmu
Diriku yang mencintaimu
Semoga selalu bahagia hidupmu
Dirimu bukanlah untukku"
Sampai Hatimu,Papinka,"Cinta ini yang kauberikan
Namun, sakit yang kurasakan
Kau permainkan, engkau lupakan
Itu yang kaulakukan
Hingga kini ku merasakan
Sakit hati yang kau berikan
Coba bertahan, terus bertahan
Apa yang kurasakan
Sakit, sungguh sakit rasa hati ini
Kini kau t'lah pergi dan takkan kembali
Sampai hatimu permainkan diriku
Mencintaimu, sungguh aku tak mampu
Telah kucoba untuk melupakanmu
Sulit bagiku, sungguh aku tak mampu"
Luka Hatiku,Papinka,"Lelah ku terdiam melihat kelakuan mu
Kau permainkan ku sesuka hati mu oh
Lelah hati ini menahan kepedihan ku
Apa kau merasa yang aku rasakan
Menangis ku saat mendengar kau dengannya
Terluka hati ku tersiksa batin ku oh
Teganya kau permainkan hati ku
Teganya kau buat ku menangis
Aku yang selalu mencintai mu
Sampai akhir hidup ku
Teganya kau permainkan hati ku
Teganya kau buat ku menangis
Aku akan pergi dari hidup mu
Walau sakit hati ku"
Kau Pilih Dia,Papinka,"Dalam hidupku
Rela untuk bertahan dengan dirimu
Sungguh terlalu kau sakiti diriku
Tinggalkan aku
Haruskah ku melupakan diri mu
Di dalam hidup ku
Namun aku tak akan pernah mampu
Ku mencintai mu
Mengertilah sesungguhnya
Bila kau memilih dia
Ku tak bisa ku tak rela
Ku pasti terluka
Karna dia yang kau cinta
Kini semua berbeda
Kau dan dia bahagia
Hati ku terluka
Tulus cintaku
Tak berarti bagi mu
Bodohnya aku"
Terlalu Cepat,Papinka,"Mengapa di dalam hatimu
Begitu mudah kau menduakanku?
Sedangkan di dalam hatiku
Begitu ku sangat mencintaimu
Mengapa kau setega itu?
Apa yang sebenarnya ada dalam hatimu?
Di manakah perasaanmu?
Sakit hatiku bila ingat kamu
Terlalu cepat untuk diriku
Terlalu sakit untuk melepasmu
Namun ku tak bisa lagi 'tuk bersama
Ku tak mau menjadi yang kedua
Terlalu cepat dalam hidupku
Bila kuharus kehilanganmu
Namun tak mengapa meskipun terluka
Asal saja kau merasa bahagia"
